                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                 1.5378,                0.69089,                 1.0437,                0.91592,                 0.8958,                0.95236,                0.56413,                 1.4467,                0.63771,                 1.0239,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.5412,                0.68843,                 1.0461,                0.92568,                0.89026,                0.95526,                0.56957,                  1.423,                0.62854,                 1.0233,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.5422,                 0.6901,                 1.0466,                0.91852,                0.88932,                0.95272,                0.57367,                 1.4116,                0.63355,                 1.0172,               0.000812,               0.000812,               0.000812
                    123,                 1.5383,                0.69205,                 1.0455,                0.91797,                0.89457,                0.95529,                0.57412,                 1.4156,                0.62672,                  1.019,              0.0008021,              0.0008021,              0.0008021
                    124,                  1.537,                0.68667,                 1.0443,                0.91994,                0.89121,                0.95532,                0.55653,                 1.4551,                0.63237,                 1.0354,              0.0007922,              0.0007922,              0.0007922
                    125,                 1.5418,                0.68955,                 1.0492,                0.91914,                0.89164,                0.95556,                0.57111,                 1.4197,                0.62617,                  1.022,              0.0007823,              0.0007823,              0.0007823
                    126,                 1.5434,                0.69204,                  1.046,                0.91873,                0.89461,                0.95582,                0.56927,                 1.4377,                0.63085,                 1.0256,              0.0007724,              0.0007724,              0.0007724
                    127,                  1.529,                 0.6884,                 1.0443,                0.91881,                0.89219,                0.95479,                0.57208,                 1.4301,                0.63105,                 1.0217,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.5332,                0.68375,                 1.0439,                 0.9239,                0.88745,                0.95508,                0.56298,                 1.4514,                0.63231,                 1.0307,              0.0007526,              0.0007526,              0.0007526
                    129,                 1.5292,                0.68589,                 1.0407,                0.91606,                 0.8969,                 0.9541,                0.57173,                 1.4277,                0.63034,                 1.0196,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.5381,                0.69094,                 1.0448,                0.91699,                0.89508,                0.95486,                 0.5723,                  1.426,                0.62936,                 1.0224,              0.0007328,              0.0007328,              0.0007328
                    131,                 1.5265,                0.68554,                 1.0444,                0.92191,                 0.8942,                0.95627,                0.56978,                 1.4266,                0.62515,                  1.025,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.5376,                0.68886,                 1.0433,                0.91987,                0.89681,                0.95555,                0.57321,                 1.4187,                0.62566,                 1.0198,               0.000713,               0.000713,               0.000713
                    133,                 1.5315,                0.68526,                 1.0389,                0.92033,                0.89521,                0.95507,                0.57314,                 1.4098,                0.62647,                  1.017,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.5404,                 0.6872,                 1.0449,                0.91956,                0.89452,                0.95492,                0.57235,                  1.408,                0.62702,                 1.0195,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.5295,                0.68543,                 1.0437,                0.92273,                0.89369,                0.95601,                0.56967,                 1.4137,                0.62563,                 1.0232,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.5281,                0.68242,                 1.0436,                0.92152,                0.89461,                0.95636,                0.57773,                 1.4085,                0.62473,                  1.017,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.5355,                0.68736,                 1.0435,                0.92142,                0.89347,                0.95617,                 0.5738,                   1.42,                0.62632,                 1.0214,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.5215,                0.68061,                 1.0402,                 0.9205,                0.89504,                0.95594,                0.57706,                 1.4045,                0.62454,                 1.0166,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.5281,                0.68044,                 1.0402,                0.92165,                0.89547,                0.95662,                 0.5772,                 1.4097,                0.62559,                  1.016,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.5273,                0.68001,                 1.0385,                0.92181,                0.89439,                0.95539,                0.57422,                 1.4172,                 0.6232,                 1.0202,              0.0006338,              0.0006338,              0.0006338
                    141,                 1.5182,                0.67803,                 1.0375,                0.92349,                0.89311,                 0.9564,                0.57279,                 1.4189,                0.62405,                 1.0202,              0.0006239,              0.0006239,              0.0006239
                    142,                 1.5146,                0.68086,                 1.0392,                0.91704,                0.89747,                0.95643,                0.57653,                 1.4051,                0.62312,                  1.017,               0.000614,               0.000614,               0.000614
                    143,                 1.5238,                0.68184,                 1.0439,                0.91994,                0.89667,                0.95554,                0.57577,                 1.4031,                0.62304,                 1.0162,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.5206,                0.67607,                 1.0367,                 0.9198,                0.89557,                0.95576,                0.57602,                 1.4044,                0.62279,                 1.0162,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.5217,                0.67682,                 1.0397,                  0.923,                0.89301,                  0.956,                0.57748,                 1.4026,                0.62061,                  1.015,              0.0005843,              0.0005843,              0.0005843
                    146,                 1.5206,                  0.681,                   1.04,                0.92212,                0.89794,                0.95622,                0.57153,                 1.4225,                0.62457,                 1.0223,              0.0005744,              0.0005744,              0.0005744
                    147,                 1.5174,                0.67863,                 1.0348,                0.92212,                0.89486,                0.95597,                0.57106,                 1.4237,                0.62372,                 1.0227,              0.0005645,              0.0005645,              0.0005645
                    148,                 1.5054,                0.67686,                  1.039,                0.92112,                0.89787,                0.95687,                0.57264,                 1.4093,                0.62029,                 1.0198,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.5082,                0.67579,                 1.0357,                0.92238,                0.89687,                  0.956,                0.57771,                 1.4028,                0.61951,                 1.0158,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.5126,                 0.6772,                   1.04,                0.92025,                0.89602,                0.95571,                0.57654,                  1.401,                0.61825,                 1.0159,              0.0005348,              0.0005348,              0.0005348
