                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.92791,                0.58623,                 1.0264,                0.87014,                0.78824,                0.86228,                0.56601,                 1.1711,                0.77694,                 1.2619,              0.0011882,              0.0011882,              0.0011882
                     85,                0.88198,                0.53718,                 1.0161,                0.87021,                0.76516,                0.86285,                0.56422,                 1.1749,                 0.7678,                 1.2591,              0.0011783,              0.0011783,              0.0011783
                     86,                0.88563,                0.54969,                  1.009,                0.82764,                0.80353,                0.86325,                0.55472,                 1.1798,                0.79192,                 1.2703,              0.0011684,              0.0011684,              0.0011684
                     87,                0.88635,                0.55298,                 1.0213,                0.82962,                0.78471,                0.85254,                0.55528,                 1.1721,                0.77571,                 1.2659,              0.0011585,              0.0011585,              0.0011585
                     88,                 0.9304,                0.58372,                 1.0429,                0.81502,                0.80588,                0.86557,                0.56918,                 1.1851,                0.79034,                 1.2642,              0.0011486,              0.0011486,              0.0011486
                     89,                0.89437,                0.54969,                 1.0153,                0.85386,                0.76824,                0.86513,                  0.571,                 1.1858,                0.79428,                  1.269,              0.0011387,              0.0011387,              0.0011387
                     90,                0.90407,                0.54071,                 1.0117,                0.86149,                0.77647,                 0.8559,                0.56546,                 1.1912,                0.79472,                 1.2614,              0.0011288,              0.0011288,              0.0011288
                     91,                0.89181,                 0.5412,                 1.0046,                 0.8562,                0.76235,                0.85635,                0.55998,                 1.1851,                  0.804,                 1.2687,              0.0011189,              0.0011189,              0.0011189
                     92,                0.85615,                0.51901,                 1.0027,                0.85994,                0.76565,                0.86002,                0.56818,                   1.17,                0.80121,                 1.2619,               0.001109,               0.001109,               0.001109
                     93,                0.86221,                 0.5201,                0.98963,                0.84393,                0.78235,                0.85667,                0.56172,                 1.2047,                0.79397,                 1.2802,              0.0010991,              0.0010991,              0.0010991
                     94,                0.88096,                0.53468,                 1.0124,                0.85474,                0.78917,                0.86423,                0.56417,                 1.1853,                0.75973,                 1.2693,              0.0010892,              0.0010892,              0.0010892
                     95,                0.85573,                0.51615,                0.99402,                0.88927,                0.76353,                0.87009,                0.56992,                 1.1807,                0.73866,                 1.2608,              0.0010793,              0.0010793,              0.0010793
                     96,                0.89764,                 0.5312,                 1.0073,                0.87231,                0.78588,                0.85951,                0.55403,                 1.2009,                0.74912,                 1.2763,              0.0010694,              0.0010694,              0.0010694
                     97,                0.88201,                0.51931,                0.99721,                0.88433,                0.78941,                0.86437,                0.56464,                 1.2177,                0.73619,                 1.2863,              0.0010595,              0.0010595,              0.0010595
                     98,                0.90942,                0.53624,                 1.0091,                0.83178,                0.77948,                0.84631,                0.55671,                 1.1981,                0.81306,                 1.2647,              0.0010496,              0.0010496,              0.0010496
                     99,                0.87518,                0.51544,                0.99468,                0.83681,                0.79647,                0.87116,                0.56177,                  1.232,                0.76021,                 1.2986,              0.0010397,              0.0010397,              0.0010397
                    100,                0.90565,                0.53217,                 1.0083,                0.83358,                0.77059,                0.84367,                 0.5419,                 1.2542,                0.86437,                 1.2913,              0.0010298,              0.0010298,              0.0010298
                    101,                0.88645,                0.52728,                 1.0064,                0.85818,                0.76885,                0.86371,                0.55786,                 1.2263,                0.79439,                 1.2707,              0.0010199,              0.0010199,              0.0010199
                    102,                0.87239,                0.51326,                 1.0048,                0.85108,                0.80941,                0.87271,                 0.5654,                 1.2055,                0.74097,                 1.2823,                0.00101,                0.00101,                0.00101
                    103,                0.83703,                0.49855,                0.99972,                0.87016,                0.78941,                0.87046,                0.56407,                 1.2101,                0.76202,                 1.2919,              0.0010001,              0.0010001,              0.0010001
                    104,                0.85017,                0.50889,                0.99012,                0.86899,                0.73647,                0.83535,                0.53287,                 1.2291,                0.86299,                 1.3107,              0.0009902,              0.0009902,              0.0009902
                    105,                0.84022,                0.49274,                0.98312,                0.83566,                0.80706,                0.87525,                0.57108,                  1.196,                0.77571,                 1.3005,              0.0009803,              0.0009803,              0.0009803
                    106,                0.83031,                0.49447,                0.98117,                0.81622,                0.78896,                0.85444,                0.56324,                 1.1898,                0.84549,                 1.2936,              0.0009704,              0.0009704,              0.0009704
                    107,                0.87793,                0.51803,                 0.9903,                0.84649,                0.79529,                0.86608,                0.56796,                 1.1931,                0.78207,                   1.29,              0.0009605,              0.0009605,              0.0009605
                    108,                0.83935,                0.49621,                0.97929,                0.83547,                0.80941,                0.87016,                 0.5721,                 1.1978,                0.78723,                 1.2913,              0.0009506,              0.0009506,              0.0009506
                    109,                0.81818,                 0.4826,                0.97778,                0.83602,                0.80975,                0.87488,                0.57561,                 1.2102,                0.77047,                 1.2915,              0.0009407,              0.0009407,              0.0009407
                    110,                0.82576,                0.48095,                0.97785,                 0.8379,                0.80273,                0.87391,                0.56895,                 1.1984,                0.75236,                 1.2995,              0.0009308,              0.0009308,              0.0009308
                    111,                 0.7999,                0.47615,                0.96903,                0.85469,                0.79765,                0.87273,                0.57218,                  1.194,                0.77451,                 1.2958,              0.0009209,              0.0009209,              0.0009209
                    112,                0.82204,                0.49462,                0.98023,                0.85988,                0.79412,                0.86918,                0.56998,                 1.2088,                0.76274,                 1.2985,               0.000911,               0.000911,               0.000911
                    113,                0.83095,                0.49194,                  0.982,                0.84563,                0.79912,                0.86398,                0.55053,                 1.2492,                0.81178,                  1.317,              0.0009011,              0.0009011,              0.0009011
                    114,                0.81311,                0.47316,                0.98154,                0.87102,                0.77856,                0.86881,                0.56093,                 1.2161,                0.77249,                 1.3085,              0.0008912,              0.0008912,              0.0008912
                    115,                0.82062,                0.47584,                0.98354,                  0.849,                0.80824,                0.87802,                0.57468,                  1.208,                0.75492,                 1.2899,              0.0008813,              0.0008813,              0.0008813
                    116,                0.80565,                0.47709,                0.96782,                0.86941,                0.79176,                 0.8732,                0.57911,                 1.1929,                0.77292,                  1.282,              0.0008714,              0.0008714,              0.0008714
                    117,                0.81916,                0.48387,                0.98223,                0.83038,                0.81529,                0.87166,                0.57271,                 1.1882,                  0.797,                 1.2793,              0.0008615,              0.0008615,              0.0008615
                    118,                0.78883,                 0.4675,                0.97594,                0.87687,                0.77294,                0.87736,                0.56897,                 1.1931,                0.76852,                 1.2949,              0.0008516,              0.0008516,              0.0008516
                    119,                0.81383,                0.48177,                0.96539,                0.88435,                 0.7827,                0.88571,                0.57349,                 1.1873,                0.74166,                  1.288,              0.0008417,              0.0008417,              0.0008417
                    120,                0.79134,                0.48862,                 0.9671,                0.86392,                0.80664,                0.87723,                0.56733,                 1.2111,                0.74524,                 1.3055,              0.0008318,              0.0008318,              0.0008318
                    121,                0.84715,                0.46934,                0.98385,                0.89246,                0.79081,                0.87063,                0.56947,                 1.1968,                0.74392,                 1.3021,              0.0008219,              0.0008219,              0.0008219
